,first,second,count
13494,ère,[VB]},0
13495,ère,ément,0
13496,ère,é2,0
13497,ère,ot[VB],0
13498,ère,iche,0
13499,ère,isse,0
13500,ère,ill[VB],0
13501,ère,onn[VB],0
13502,ère,ott[VB],0
13503,ère,oure,0
13504,ère,crate,0
13505,ère,eton,0
13506,ère,vore,0
13507,ère,ième,0
13508,ère,as,0
13509,ère,en,96
13510,ère,èle,0
13511,ère,fi[VB],0
13512,ère,ment1,0
13513,ère,eret,0
13514,ère,el[VB],0
13515,ère,ell[VB],0
13516,ère,adère,0
13517,ère,adères,0
13518,ère,let[VB],0
13519,ère,aison,0
13520,ère,at[VB],0
13521,ère,},0
13522,ère,otins,0
13523,ère,ex,0
13524,ère,iqu[VB],0
13525,ère,bles,0
13526,ère,ign[VB],0
13527,ère,ut[VB],0
13528,ère,}[VB],0
13529,ère,escences,0
13530,ère,it[VB],0
13531,ère,aux1,0
13532,ère,et[VB],15
13533,ère,oyant,0
13534,ère,oyante,0
13535,ère,aient,0
13536,ère,oy,0
13537,ère,ures3,0
13538,ère,aise,0
13539,ère,icide,0
13540,ère,eure,0
13541,ère,oline,0
13542,ère,issime,0
13543,ère,cul[VB],0
13544,ère,ieus,0
13545,ère,aul,0
13546,ère,bil,0
13547,ère,ané,0
13548,ère,m,0
13549,ère,eteux,0
13550,ère,eteaux,0
13551,ère,ichons,0
13552,ère,iau,0
13553,ère,arc,0
13554,ère,os[VB],0
13555,ère,énaire,0
13556,ère,atur,0
13557,ère,oit,0
13558,ère,oit[VB],0
13559,ère,illarde,0
13560,ère,igu[VB],0
13561,ère,ig[VB],0
13562,ère,oi[VB],0
13563,ère,isson,0
13564,ère,oyantes,0
13565,ère,ul[VB],0
13566,ère,lur[VB],0
13567,ère,iér,3
13568,ère,ilent,0
13569,ère,ique2,0
13570,ère,et1,0
13571,ère,ûre,0
13572,ère,ûres,0
13573,ère,illé,0
13574,ère,sant,0
13575,ère,ait,0
13576,ère,ement[VB],0
13577,ère,ass[VB],0
13578,ère,ci[VB],0
13579,ère,ad[VB],0
13580,ère,acé,0
13581,ère,ifér[VB],0
13582,ère,ab,0
13583,ère,a,27
13584,ère,ad,0
13585,ère,ambi,0
13586,ère,anté,0
13587,ère,co,0
13588,ère,com,0
13589,ère,con,27
13590,ère,dé,60
13591,ère,é,152
13592,ère,mé,0
13593,ère,mi,0
13594,ère,ob,0
13595,ère,pan,0
13596,ère,pour,34
13597,ère,pré,136
13598,ère,pro,13
13599,ère,rétro,34
13600,ère,sau,0
13601,ère,sous,0
13602,ère,soubre,0
13603,ère,sub,0
13604,ère,sur,49
13605,ère,sus,0
13606,ère,syn,0
13607,ère,trans,12
13608,ère,tri,0
13609,ère,ultra,0
13610,ère,uni,0
13611,ère,ver,0
13612,ère,vi,0
13613,ère,ana,0
13614,ère,anti,0
13615,ère,apo,0
13616,ère,arch,0
13617,ère,archi,0
13618,ère,au,0
13619,ère,bi,0
13620,ère,bis,0
13621,ère,contre,0
13622,ère,dia,0
13623,ère,dys,0
13624,ère,entre,47
13625,ère,épi,0
13626,ère,eu,0
13627,ère,extra,0
13628,ère,hémi,0
13629,ère,hyper,0
13630,ère,hypo,0
13631,ère,infra,0
13632,ère,inter,0
13633,ère,juxta,0
13634,ère,mono,0
13635,ère,par,0
13636,ère,para,0
13637,ère,pén,0
13638,ère,per,0
13639,ère,péri,0
13640,ère,post,0
13641,ère,sé,0
13642,ère,super,34
13643,ère,su,0
13644,ère,tres,0
13645,aille,ène,0
13646,aille,ard,0
13647,aille,ou,0
13648,aille,non,0
13649,aille,ing,0
13650,aille,éria,0
13651,aille,euse,0
13652,aille,ier,95
13653,aille,asse,27
13654,aille,abre,0
13655,aille,ide,0
13656,aille,ine,0
13657,aille,o,0
13658,aille,ien,0
13659,aille,este,0
13660,aille,illon,0
13661,aille,ime,0
13662,aille,être,0
13663,aille,êtres,0
13664,aille,in,177
13665,aille,if,0
13666,aille,abule,0
13667,aille,ille,0
13668,aille,ingue,0
13669,aille,ende,0
13670,aille,ace,74
13671,aille,aste,0
13672,aille,ol,0
13673,aille,oire,8
13674,aille,eux,56
13675,aille,erie,14
13676,aille,ités,0
13677,aille,eul,0
13678,aille,èche,0
13679,aille,ené,0
13680,aille,enée,0
13681,aille,ifier,0
13682,aille,[VB],293
13683,aille,ibard,0
13684,aille,èse,0
13685,aille,étique,0
13686,aille,ule,0
13687,aille,ose,0
13688,aille,ésim,0
13689,aille,at,0
13690,aille,ogne,0
13691,aille,ève,0
13692,aille,igne,0
13693,aille,ingre,0
13694,aille,arade,0
13695,aille,andum,0
13696,aille,iard,0
13697,aille,um,0
13698,aille,cule,0
13699,aille,cules,0
13700,aille,dre,0
13701,aille,etée,0
13702,aille,one,0
13703,aille,urne,0
13704,aille,ande,0
13705,aille,ïa,0
13706,aille,­[VB],0
13707,aille,ote,0
13708,aille,re,118
13709,aille,oy[VB],0
13710,aille,elé,0
13711,aille,el,0
13712,aille,ain,0
13713,aille,ude,0
13714,aille,u,0
13715,aille,iste,0
13716,aille,iatre,0
13717,aille,iatres,0
13718,aille,iatr,0
13719,aille,eut,0
13720,aille,éfact,0
13721,aille,iceps,0
13722,aille,aine,0
13723,aille,uor,0
13724,aille,ple,0
13725,aille,ars,0
13726,aille,is[VB],15
13727,aille,acle,0
13728,aille,end,0
13729,aille,esse,0
13730,aille,ouille,0
13731,aille,âtre,7
13732,aille,otte,0
13733,aille,aume,0
13734,aille,oche,0
13735,aille,ifi[VB],0
13736,aille,lège,0
13737,aille,aud,0
13738,aille,etés,0
13739,aille,igaud,0
13740,aille,erelle,0
13741,aille,iller,0
13742,aille,ario,0
13743,aille,ifique,0
13744,aille,eresse,0
13745,aille,émie,0
13746,aille,acre,0
13747,aille,ifère,0
13748,aille,ol[VB],0
13749,aille,ar,0
13750,aille,ate,0
13751,aille,ore,0
13752,aille,ell,0
13753,aille,ise,0
13754,aille,ir,0
13755,aille,ème,0
13756,aille,in[VB],16
13757,aille,atie,0
13758,aille,iques2,0
13759,aille,inet,0
13760,aille,inière,0
13761,aille,estre,0
13762,aille,ce,0
13763,aille,aill[VB],0
13764,aille,ereau,0
13765,aille,oi,0
13766,aille,oie,0
13767,aille,oïd,0
13768,aille,atum,0
13769,aille,arienne,0
13770,aille,il[VB],0
13771,aille,bule,0
13772,aille,ble[VB],0
13773,aille,eron,0
13774,aille,oble,0
13775,aille,ois,0
13776,aille,sse,0
13777,aille,sses,0
13778,aille,s,15
13779,aille,éon,0
13780,aille,ach[VB],0
13781,aille,ais,0
13782,aille,[VB]},0
13783,aille,ément,0
13784,aille,é2,0
13785,aille,ot[VB],0
13786,aille,iche,0
13787,aille,isse,0
13788,aille,ill[VB],0
13789,aille,onn[VB],0
13790,aille,ott[VB],0
13791,aille,oure,0
13792,aille,crate,0
13793,aille,eton,0
13794,aille,vore,0
13795,aille,ième,0
13796,aille,as,0
13797,aille,en,50
13798,aille,èle,0
13799,aille,fi[VB],0
13800,aille,ment1,0
13801,aille,eret,0
13802,aille,el[VB],0
13803,aille,ell[VB],0
13804,aille,adère,0
13805,aille,adères,0
13806,aille,let[VB],0
13807,aille,aison,0
13808,aille,at[VB],0
13809,aille,},0
13810,aille,otins,0
13811,aille,ex,0
13812,aille,iqu[VB],0
13813,aille,bles,0
13814,aille,ign[VB],0
13815,aille,ut[VB],0
13816,aille,}[VB],0
13817,aille,escences,0
13818,aille,it[VB],0
13819,aille,aux1,0
13820,aille,et[VB],15
13821,aille,oyant,0
13822,aille,oyante,0
13823,aille,aient,0
13824,aille,oy,0
13825,aille,ures3,0
13826,aille,aise,0
13827,aille,icide,0
13828,aille,eure,0
13829,aille,oline,0
13830,aille,issime,0
13831,aille,cul[VB],0
13832,aille,ieus,0
13833,aille,aul,0
13834,aille,bil,0
13835,aille,ané,0
13836,aille,m,0
13837,aille,eteux,0
13838,aille,eteaux,0
13839,aille,ichons,0
13840,aille,iau,0
13841,aille,arc,0
13842,aille,os[VB],0
13843,aille,énaire,0
13844,aille,atur,0
13845,aille,oit,0
13846,aille,oit[VB],0
13847,aille,illarde,0
13848,aille,igu[VB],0
13849,aille,ig[VB],0
13850,aille,oi[VB],0
13851,aille,isson,0
13852,aille,oyantes,0
13853,aille,ul[VB],0
13854,aille,lur[VB],0
13855,aille,iér,0
13856,aille,ilent,0
13857,aille,ique2,0
13858,aille,et1,0
13859,aille,ûre,0
13860,aille,ûres,0
13861,aille,illé,0
13862,aille,sant,0
13863,aille,ait,0
13864,aille,ement[VB],0
13865,aille,ass[VB],0
13866,aille,ci[VB],0
13867,aille,ad[VB],0
13868,aille,acé,0
13869,aille,ifér[VB],0
13870,aille,ab,0
13871,aille,a,134
13872,aille,ad,0
13873,aille,ambi,0
13874,aille,anté,0
13875,aille,co,0
13876,aille,com,0
13877,aille,con,370
13878,aille,dé,237
13879,aille,é,13
13880,aille,mé,0
13881,aille,mi,0
13882,aille,ob,74
13883,aille,pan,0
13884,aille,pour,0
13885,aille,pré,0
13886,aille,pro,0
13887,aille,rétro,0
13888,aille,sau,0
13889,aille,sous,222
13890,aille,soubre,0
13891,aille,sub,0
13892,aille,sur,15
13893,aille,sus,0
13894,aille,syn,0
13895,aille,trans,0
13896,aille,tri,8
13897,aille,ultra,0
13898,aille,uni,0
13899,aille,ver,0
13900,aille,vi,0
13901,aille,ana,0
13902,aille,anti,0
13903,aille,apo,0
13904,aille,arch,0
13905,aille,archi,0
13906,aille,au,0
13907,aille,bi,0
13908,aille,bis,0
13909,aille,contre,0
13910,aille,dia,0
13911,aille,dys,0
13912,aille,entre,74
13913,aille,épi,0
13914,aille,eu,0
13915,aille,extra,0
13916,aille,hémi,0
13917,aille,hyper,0
13918,aille,hypo,0
13919,aille,infra,0
13920,aille,inter,0
13921,aille,juxta,0
13922,aille,mono,0
13923,aille,par,0
13924,aille,para,0
13925,aille,pén,0
13926,aille,per,0
13927,aille,péri,0
13928,aille,post,0
13929,aille,sé,0
13930,aille,super,0
13931,aille,su,0
13932,aille,tres,0
13933,ène,ard,0
13934,ène,ou,0
13935,ène,non,0
13936,ène,ing,0
13937,ène,éria,0
13938,ène,euse,0
13939,ène,ier,0
13940,ène,asse,0
13941,ène,abre,0
13942,ène,ide,0
13943,ène,ine,0
13944,ène,o,0
13945,ène,ien,0
13946,ène,este,0
13947,ène,illon,0
13948,ène,ime,0
13949,ène,être,0
13950,ène,êtres,0
13951,ène,in,0
13952,ène,if,0
13953,ène,abule,0
13954,ène,ille,0
13955,ène,ingue,0
13956,ène,ende,0
13957,ène,ace,0
13958,ène,aste,0
13959,ène,ol,0
13960,ène,oire,0
13961,ène,eux,0
13962,ène,erie,0
13963,ène,ités,0
13964,ène,eul,0
13965,ène,èche,0
13966,ène,ené,0
13967,ène,enée,0
13968,ène,ifier,0
13969,ène,[VB],0
13970,ène,ibard,0
13971,ène,èse,0
13972,ène,étique,0
13973,ène,ule,0
13974,ène,ose,0
13975,ène,ésim,0
13976,ène,at,0
13977,ène,ogne,0
13978,ène,ève,0
13979,ène,igne,0
13980,ène,ingre,0
13981,ène,arade,0
13982,ène,andum,0
13983,ène,iard,0
13984,ène,um,0
13985,ène,cule,0
13986,ène,cules,0
13987,ène,dre,0
13988,ène,etée,0
13989,ène,one,0
13990,ène,urne,0
13991,ène,ande,0
13992,ène,ïa,0
13993,ène,­[VB],0
13994,ène,ote,0
13995,ène,re,0
13996,ène,oy[VB],0
13997,ène,elé,0
13998,ène,el,0
13999,ène,ain,0
14000,ène,ude,0
14001,ène,u,0
14002,ène,iste,0
14003,ène,iatre,0
14004,ène,iatres,0
14005,ène,iatr,0
14006,ène,eut,0
14007,ène,éfact,0
14008,ène,iceps,0
14009,ène,aine,0
14010,ène,uor,0
14011,ène,ple,0
14012,ène,ars,0
14013,ène,is[VB],0
14014,ène,acle,0
14015,ène,end,0
14016,ène,esse,0
14017,ène,ouille,0
14018,ène,âtre,0
14019,ène,otte,0
14020,ène,aume,0
14021,ène,oche,0
14022,ène,ifi[VB],0
14023,ène,lège,0
14024,ène,aud,0
14025,ène,etés,0
14026,ène,igaud,0
14027,ène,erelle,0
14028,ène,iller,0
14029,ène,ario,0
14030,ène,ifique,0
14031,ène,eresse,0
14032,ène,émie,0
14033,ène,acre,0
14034,ène,ifère,0
14035,ène,ol[VB],0
14036,ène,ar,0
14037,ène,ate,0
14038,ène,ore,0
14039,ène,ell,0
14040,ène,ise,0
14041,ène,ir,0
14042,ène,ème,0
14043,ène,in[VB],0
14044,ène,atie,0
14045,ène,iques2,0
14046,ène,inet,0
14047,ène,inière,0
14048,ène,estre,0
14049,ène,ce,0
14050,ène,aill[VB],0
14051,ène,ereau,0
14052,ène,oi,0
14053,ène,oie,0
14054,ène,oïd,0
14055,ène,atum,0
14056,ène,arienne,0
14057,ène,il[VB],0
14058,ène,bule,0
14059,ène,ble[VB],0
14060,ène,eron,0
14061,ène,oble,0
14062,ène,ois,0
14063,ène,sse,0
14064,ène,sses,0
14065,ène,s,0
14066,ène,éon,0
14067,ène,ach[VB],0
14068,ène,ais,0
14069,ène,[VB]},0
14070,ène,ément,0
14071,ène,é2,0
14072,ène,ot[VB],0
14073,ène,iche,0
14074,ène,isse,0
14075,ène,ill[VB],0
14076,ène,onn[VB],0
14077,ène,ott[VB],0
14078,ène,oure,0
14079,ène,crate,0
14080,ène,eton,0
14081,ène,vore,0
14082,ène,ième,0
14083,ène,as,0
14084,ène,en,0
14085,ène,èle,0
14086,ène,fi[VB],0
14087,ène,ment1,0
14088,ène,eret,0
14089,ène,el[VB],0
14090,ène,ell[VB],0
14091,ène,adère,0
14092,ène,adères,0
14093,ène,let[VB],0
14094,ène,aison,0
14095,ène,at[VB],0
14096,ène,},0
14097,ène,otins,0
14098,ène,ex,0
14099,ène,iqu[VB],0
14100,ène,bles,0
14101,ène,ign[VB],0
14102,ène,ut[VB],0
14103,ène,}[VB],0
14104,ène,escences,0
14105,ène,it[VB],0
14106,ène,aux1,0
14107,ène,et[VB],0
14108,ène,oyant,0
14109,ène,oyante,0
14110,ène,aient,0
14111,ène,oy,0
14112,ène,ures3,0
14113,ène,aise,0
14114,ène,icide,0
14115,ène,eure,0
14116,ène,oline,0
14117,ène,issime,0
14118,ène,cul[VB],0
14119,ène,ieus,0
14120,ène,aul,0
14121,ène,bil,0
14122,ène,ané,0
14123,ène,m,0
14124,ène,eteux,0
14125,ène,eteaux,0
14126,ène,ichons,0
14127,ène,iau,0
14128,ène,arc,0
14129,ène,os[VB],0
14130,ène,énaire,0
14131,ène,atur,0
14132,ène,oit,0
14133,ène,oit[VB],0
14134,ène,illarde,0
14135,ène,igu[VB],0
14136,ène,ig[VB],0
14137,ène,oi[VB],0
14138,ène,isson,0
14139,ène,oyantes,0
14140,ène,ul[VB],0
14141,ène,lur[VB],0
14142,ène,iér,0
14143,ène,ilent,0
14144,ène,ique2,0
14145,ène,et1,0
14146,ène,ûre,0
14147,ène,ûres,0
14148,ène,illé,0
14149,ène,sant,0
14150,ène,ait,0
14151,ène,ement[VB],0
14152,ène,ass[VB],0
14153,ène,ci[VB],0
14154,ène,ad[VB],0
14155,ène,acé,0
14156,ène,ifér[VB],0
14157,ène,ab,0
14158,ène,a,0
14159,ène,ad,0
14160,ène,ambi,0
14161,ène,anté,0
14162,ène,co,0
14163,ène,com,0
14164,ène,con,0
14165,ène,dé,0
14166,ène,é,0
14167,ène,mé,0
14168,ène,mi,0
14169,ène,ob,0
14170,ène,pan,0
14171,ène,pour,0
14172,ène,pré,0
14173,ène,pro,0
14174,ène,rétro,0
14175,ène,sau,0
14176,ène,sous,0
14177,ène,soubre,0
14178,ène,sub,0
14179,ène,sur,0
14180,ène,sus,0
14181,ène,syn,0
14182,ène,trans,0
14183,ène,tri,0
14184,ène,ultra,0
14185,ène,uni,0
14186,ène,ver,0
14187,ène,vi,0
14188,ène,ana,0
14189,ène,anti,0
14190,ène,apo,0
14191,ène,arch,0
14192,ène,archi,0
14193,ène,au,0
14194,ène,bi,0
14195,ène,bis,0
14196,ène,contre,0
14197,ène,dia,0
14198,ène,dys,0
14199,ène,entre,0
14200,ène,épi,0
14201,ène,eu,0
14202,ène,extra,0
14203,ène,hémi,0
14204,ène,hyper,0
14205,ène,hypo,0
14206,ène,infra,0
14207,ène,inter,0
14208,ène,juxta,0
14209,ène,mono,0
14210,ène,par,0
14211,ène,para,0
14212,ène,pén,0
14213,ène,per,0
14214,ène,péri,0
14215,ène,post,0
14216,ène,sé,0
14217,ène,super,0
14218,ène,su,0
14219,ène,tres,0
14220,ard,ou,0
14221,ard,non,0
14222,ard,ing,0
14223,ard,éria,0
14224,ard,euse,0
14225,ard,ier,9
14226,ard,asse,63
14227,ard,abre,0
14228,ard,ide,0
14229,ard,ine,0
14230,ard,o,4
14231,ard,ien,0
14232,ard,este,0
14233,ard,illon,0
14234,ard,ime,0
14235,ard,être,0
14236,ard,êtres,0
14237,ard,in,20
14238,ard,if,18
14239,ard,abule,0
14240,ard,ille,0
14241,ard,ingue,0
14242,ard,ende,0
14243,ard,ace,0
14244,ard,aste,0
14245,ard,ol,0
14246,ard,oire,7
14247,ard,eux,19
14248,ard,erie,40
14249,ard,ités,9
14250,ard,eul,0
14251,ard,èche,0
14252,ard,ené,0
14253,ard,enée,0
14254,ard,ifier,0
14255,ard,[VB],383
14256,ard,ibard,0
14257,ard,èse,0
14258,ard,étique,0
14259,ard,ule,5
14260,ard,ose,0
14261,ard,ésim,0
14262,ard,at,0
14263,ard,ogne,0
14264,ard,ève,0
14265,ard,igne,0
14266,ard,ingre,0
14267,ard,arade,0
14268,ard,andum,0
14269,ard,iard,0
14270,ard,um,0
14271,ard,cule,0
14272,ard,cules,0
14273,ard,dre,0
14274,ard,etée,12
14275,ard,one,0
14276,ard,urne,0
14277,ard,ande,0
14278,ard,ïa,0
14279,ard,­[VB],0
14280,ard,ote,32
14281,ard,re,99
14282,ard,oy[VB],9
14283,ard,elé,0
14284,ard,el,0
14285,ard,ain,0
14286,ard,ude,0
14287,ard,u,10
14288,ard,iste,0
14289,ard,iatre,0
14290,ard,iatres,0
14291,ard,iatr,0
14292,ard,eut,0
14293,ard,éfact,0
14294,ard,iceps,0
14295,ard,aine,0
14296,ard,uor,0
14297,ard,ple,0
14298,ard,ars,0
14299,ard,is[VB],6
14300,ard,acle,0
14301,ard,end,0
14302,ard,esse,39
14303,ard,ouille,12
14304,ard,âtre,0
14305,ard,otte,0
14306,ard,aume,0
14307,ard,oche,0
14308,ard,ifi[VB],0
14309,ard,lège,0
14310,ard,aud,0
14311,ard,etés,0
14312,ard,igaud,0
14313,ard,erelle,0
14314,ard,iller,7
14315,ard,ario,0
14316,ard,ifique,0
14317,ard,eresse,0
14318,ard,émie,0
14319,ard,acre,0
14320,ard,ifère,0
14321,ard,ol[VB],0
14322,ard,ar,0
14323,ard,ate,0
14324,ard,ore,0
14325,ard,ell,0
14326,ard,ise,29
14327,ard,ir,0
14328,ard,ème,0
14329,ard,in[VB],0
14330,ard,atie,0
14331,ard,iques2,0
14332,ard,inet,0
14333,ard,inière,0
14334,ard,estre,0
14335,ard,ce,0
14336,ard,aill[VB],4
14337,ard,ereau,0
14338,ard,oi,0
14339,ard,oie,0
14340,ard,oïd,0
14341,ard,atum,0
14342,ard,arienne,0
14343,ard,il[VB],0
14344,ard,bule,0
14345,ard,ble[VB],0
14346,ard,eron,12
14347,ard,oble,0
14348,ard,ois,0
14349,ard,sse,0
14350,ard,sses,0
14351,ard,s,0
14352,ard,éon,0
14353,ard,ach[VB],0
14354,ard,ais,0
14355,ard,[VB]},0
14356,ard,ément,0
14357,ard,é2,0
14358,ard,ot[VB],0
14359,ard,iche,0
14360,ard,isse,0
14361,ard,ill[VB],19
14362,ard,onn[VB],0
14363,ard,ott[VB],0
14364,ard,oure,0
14365,ard,crate,0
14366,ard,eton,0
14367,ard,vore,0
14368,ard,ième,0
14369,ard,as,0
14370,ard,en,256
14371,ard,èle,0
14372,ard,fi[VB],0
14373,ard,ment1,0
14374,ard,eret,0
14375,ard,el[VB],0
14376,ard,ell[VB],0
14377,ard,adère,0
14378,ard,adères,0
14379,ard,let[VB],0
14380,ard,aison,0
14381,ard,at[VB],0
14382,ard,},0
14383,ard,otins,0
14384,ard,ex,23
14385,ard,iqu[VB],0
14386,ard,bles,0
14387,ard,ign[VB],0
14388,ard,ut[VB],0
14389,ard,}[VB],0
14390,ard,escences,0
14391,ard,it[VB],0
14392,ard,aux1,0
14393,ard,et[VB],0
14394,ard,oyant,0
14395,ard,oyante,0
14396,ard,aient,0
14397,ard,oy,0
14398,ard,ures3,0
14399,ard,aise,0
14400,ard,icide,0
14401,ard,eure,0
14402,ard,oline,0
14403,ard,issime,0
14404,ard,cul[VB],0
14405,ard,ieus,0
14406,ard,aul,0
14407,ard,bil,0
14408,ard,ané,0
14409,ard,m,0
14410,ard,eteux,0
14411,ard,eteaux,0
14412,ard,ichons,0
14413,ard,iau,0
14414,ard,arc,0
14415,ard,os[VB],0
14416,ard,énaire,0
14417,ard,atur,0
14418,ard,oit,0
14419,ard,oit[VB],0
14420,ard,illarde,4
14421,ard,igu[VB],0
14422,ard,ig[VB],0
14423,ard,oi[VB],0
14424,ard,isson,0
14425,ard,oyantes,0
14426,ard,ul[VB],0
14427,ard,lur[VB],0
14428,ard,iér,0
14429,ard,ilent,0
14430,ard,ique2,0
14431,ard,et1,0
14432,ard,ûre,0
14433,ard,ûres,0
14434,ard,illé,0
14435,ard,sant,0
14436,ard,ait,0
14437,ard,ement[VB],0
14438,ard,ass[VB],0
14439,ard,ci[VB],0
14440,ard,ad[VB],0
14441,ard,acé,0
14442,ard,ifér[VB],0
14443,ard,ab,0
14444,ard,a,125
14445,ard,ad,0
14446,ard,ambi,0
14447,ard,anté,0
14448,ard,co,0
14449,ard,com,0
14450,ard,con,0
14451,ard,dé,128
14452,ard,é,49
14453,ard,mé,0
14454,ard,mi,0
14455,ard,ob,0
14456,ard,pan,0
14457,ard,pour,0
14458,ard,pré,18
14459,ard,pro,0
14460,ard,rétro,0
14461,ard,sau,0
14462,ard,sous,0
14463,ard,soubre,0
14464,ard,sub,0
14465,ard,sur,18
14466,ard,sus,0
14467,ard,syn,0
14468,ard,trans,0
14469,ard,tri,0
14470,ard,ultra,0
14471,ard,uni,0
14472,ard,ver,0
14473,ard,vi,0
14474,ard,ana,0
14475,ard,anti,0
14476,ard,apo,0
14477,ard,arch,0
14478,ard,archi,0
14479,ard,au,0
14480,ard,bi,4
14481,ard,bis,0
14482,ard,contre,0
14483,ard,dia,0
14484,ard,dys,0
14485,ard,entre,0
14486,ard,épi,0
14487,ard,eu,0
14488,ard,extra,0
14489,ard,hémi,0
14490,ard,hyper,0
14491,ard,hypo,0
14492,ard,infra,0
14493,ard,inter,0
14494,ard,juxta,0
14495,ard,mono,0
14496,ard,par,0
14497,ard,para,0
14498,ard,pén,0
14499,ard,per,0
14500,ard,péri,0
14501,ard,post,0
14502,ard,sé,0
14503,ard,super,0
14504,ard,su,0
14505,ard,tres,0
14506,ou,non,0
14507,ou,ing,0
14508,ou,éria,0
14509,ou,euse,0
14510,ou,ier,0
14511,ou,asse,0
14512,ou,abre,0
14513,ou,ide,0
14514,ou,ine,0
14515,ou,o,0
14516,ou,ien,0
14517,ou,este,0
14518,ou,illon,0
14519,ou,ime,0
14520,ou,être,0
14521,ou,êtres,0
14522,ou,in,0
14523,ou,if,0
14524,ou,abule,0
14525,ou,ille,0
14526,ou,ingue,0
14527,ou,ende,0
14528,ou,ace,0
14529,ou,aste,0
14530,ou,ol,0
14531,ou,oire,0
14532,ou,eux,0
14533,ou,erie,0
14534,ou,ités,0
14535,ou,eul,0
14536,ou,èche,0
14537,ou,ené,0
14538,ou,enée,0
14539,ou,ifier,0
14540,ou,[VB],0
14541,ou,ibard,0
14542,ou,èse,0
14543,ou,étique,0
14544,ou,ule,0
14545,ou,ose,0
14546,ou,ésim,0
14547,ou,at,0
14548,ou,ogne,0
14549,ou,ève,0
14550,ou,igne,0
14551,ou,ingre,0
14552,ou,arade,0
14553,ou,andum,0
14554,ou,iard,0
14555,ou,um,0
14556,ou,cule,0
14557,ou,cules,0
14558,ou,dre,0
14559,ou,etée,0
14560,ou,one,0
14561,ou,urne,0
14562,ou,ande,0
14563,ou,ïa,0
14564,ou,­[VB],0
14565,ou,ote,0
14566,ou,re,0
14567,ou,oy[VB],0
14568,ou,elé,0
14569,ou,el,0
14570,ou,ain,0
14571,ou,ude,0
14572,ou,u,0
14573,ou,iste,0
14574,ou,iatre,0
14575,ou,iatres,0
14576,ou,iatr,0
14577,ou,eut,0
14578,ou,éfact,0
14579,ou,iceps,0
14580,ou,aine,0
14581,ou,uor,0
14582,ou,ple,0
14583,ou,ars,0
14584,ou,is[VB],0
14585,ou,acle,0
14586,ou,end,0
14587,ou,esse,0
14588,ou,ouille,0
14589,ou,âtre,0
14590,ou,otte,0
14591,ou,aume,0
14592,ou,oche,0
14593,ou,ifi[VB],0
14594,ou,lège,0
14595,ou,aud,0
14596,ou,etés,0
14597,ou,igaud,0
14598,ou,erelle,0
14599,ou,iller,0
14600,ou,ario,0
14601,ou,ifique,0
14602,ou,eresse,0
14603,ou,émie,0
14604,ou,acre,0
14605,ou,ifère,0
14606,ou,ol[VB],0
14607,ou,ar,0
14608,ou,ate,0
14609,ou,ore,0
14610,ou,ell,0
14611,ou,ise,0
14612,ou,ir,0
14613,ou,ème,0
14614,ou,in[VB],0
14615,ou,atie,0
14616,ou,iques2,0
14617,ou,inet,0
14618,ou,inière,0
14619,ou,estre,0
14620,ou,ce,0
14621,ou,aill[VB],0
14622,ou,ereau,0
14623,ou,oi,0
14624,ou,oie,0
14625,ou,oïd,0
14626,ou,atum,0
14627,ou,arienne,0
14628,ou,il[VB],0
14629,ou,bule,0
14630,ou,ble[VB],0
14631,ou,eron,0
14632,ou,oble,0
14633,ou,ois,0
14634,ou,sse,0
14635,ou,sses,0
14636,ou,s,0
14637,ou,éon,0
14638,ou,ach[VB],0
14639,ou,ais,0
14640,ou,[VB]},0
14641,ou,ément,0
14642,ou,é2,0
14643,ou,ot[VB],0
14644,ou,iche,0
14645,ou,isse,0
14646,ou,ill[VB],0
14647,ou,onn[VB],0
14648,ou,ott[VB],0
14649,ou,oure,0
14650,ou,crate,0
14651,ou,eton,0
14652,ou,vore,0
14653,ou,ième,0
14654,ou,as,0
14655,ou,en,0
14656,ou,èle,0
14657,ou,fi[VB],0
14658,ou,ment1,0
14659,ou,eret,0
14660,ou,el[VB],0
14661,ou,ell[VB],0
14662,ou,adère,0
14663,ou,adères,0
14664,ou,let[VB],0
14665,ou,aison,0
14666,ou,at[VB],0
14667,ou,},0
14668,ou,otins,0
14669,ou,ex,0
14670,ou,iqu[VB],0
14671,ou,bles,0
14672,ou,ign[VB],0
14673,ou,ut[VB],0
14674,ou,}[VB],0
14675,ou,escences,0
14676,ou,it[VB],0
14677,ou,aux1,0
14678,ou,et[VB],0
14679,ou,oyant,0
14680,ou,oyante,0
14681,ou,aient,0
14682,ou,oy,0
14683,ou,ures3,0
14684,ou,aise,0
14685,ou,icide,0
14686,ou,eure,0
14687,ou,oline,0
14688,ou,issime,0
14689,ou,cul[VB],0
14690,ou,ieus,0
14691,ou,aul,0
14692,ou,bil,0
14693,ou,ané,0
14694,ou,m,0
14695,ou,eteux,0
14696,ou,eteaux,0
14697,ou,ichons,0
14698,ou,iau,0
14699,ou,arc,0
14700,ou,os[VB],0
14701,ou,énaire,0
14702,ou,atur,0
14703,ou,oit,0
14704,ou,oit[VB],0
14705,ou,illarde,0
14706,ou,igu[VB],0
14707,ou,ig[VB],0
14708,ou,oi[VB],0
14709,ou,isson,0
14710,ou,oyantes,0
14711,ou,ul[VB],0
